comment_id,video_id,text_original,text_final
UgwOAAPFL3rkwPDphHt4AaABAg,F6fgLwUeeqI,"TRADISI PEMBODOHAN PADA TUBUH NEGARA YG MADZOROTNYA BESAR=KATA“SIPIL”PADA PNS/ASN,
-padahal ASN tangan kanan pemerintah,bagian dari tubuh negara itu sendiri.
-Istilah“Aparatur Sipil Negara”secara psikologis memberi pesan:“Sipil”=warga biasa,Bukan militer/penguasa/negara,
-Padahal faktanya:ASN punya kewenangan negara,Mengelola uang publik,Mengambil keputusan administratif yang mengikat rakyat,hidup dari pajak rakyat bukan swasta/mandiri.
-Ini kontradiksi bahasa yang berbahaya karna 
Nama bukan sekadar label,tapi pembentuk identitas.
*Ketika disebut“sipil”:
   -ASN merasa setara dengan rakyat,
   -Mudah berkata:“Saya juga rakyat kecil”,
   -Mudah menghindar dari tanggung jawab.
*Padahal Devinisi rakyat biasa itu:
    -tidak menandatangani SP2D,
    -tidak mengatur proyek,
    -tidak punya stempel negara,
    - tidak menerima gaji negara.
*Mengganti istilah menjadi misal""Tangan kanan pemerintah,bagian tubuh pemerintah,abdi pemerintah untuk melayani rakyat""akan memberi pesan tegas bahwa “ASN bukan rakyat biasa/sipil,ASN adalah perpanjangan negara”.
*Negara-negara maju saja sangat serius soal penamaan birokrasinya.contoh Prancis:Fonctionnaire de l’État(Pejabat Negara),Jepang:Kokka kōmuin(Pegawai Negara),Tiongkok:State Cadres,Korea Selatan:Government Officials(Semua tidak ada yang menekankan kata“sipil”sebagai identitas utama,Para asn negara maju benar-benar bersumpah jihad berkorban demi negara untuk rakyat)
*Identitas asn juga HARUS dibarengi dengan:
   -Standar etik lebih tinggi,  -Hukuman lebih berat,
   -Evaluasi kinerja keras,     -Pemecatan nyata,
   -Larangan berlindung di“rakyat kecil”.
*Prinsipnya:Hak istimewa naik maka tanggung jawab pun juga naik.
*KALAU TIDAK DIGANTI:
   -ASN akan selalu berlindung di status“sipil”,
   -Korupsi dianggap“kesalahan kolektif”,
   -Kepala daerah jadi kambing hitam,
   -Aparatur bawah lolos,
*Ini moral hazard struktural,Negara tidak akan kuat jika tangan-tangannya tidak sadar bahwa mereka adalah tangan negara.dyzydz",tradisi pembodohan tubuh negara madzorotnya besar kata sipil pns asn padahal asn tangan kanan pemerintah bagian tubuh negara sendiri istilah aparatur sipil negara psikologis memberi pesan sipil warga biasa bukan militer penguasa negara padahal faktanya asn punya kewenangan negara mengelola uang publik mengambil keputusan administratif mengikat rakyat hidup pajak rakyat bukan swasta mandiri kontradiksi bahasa berbahaya nama bukan sekadar label pembentuk identitas disebut sipil asn merasa setara rakyat mudah berkata rakyat kecil mudah menghindar tanggung jawab padahal devinisi rakyat biasa tidak menandatangani spzd tidak mengatur proyek tidak punya stempel negara tidak menerima gaji negara mengganti istilah menjadi misal tangan kanan pemerintah bagian tubuh pemerintah abdi pemerintah melayani rakyat memberi pesan tegas asn bukan rakyat biasa sipi
Ugw5kO2JAixOn7m8uhV4AaABAg,F6fgLwUeeqI,"JIKA KALIAN INGIN INDONESIA MAJU SILAHKAN BACA INI.
Selama ini kepala daerah bahkan presiden di jegal di kendalikan parpol yg terima duit tambahan kampanye dll dari para oligarki.partai tak salah tapi sistem yg salah.
SISTEM PEMERINTAHAN SALAH=ORANG-ORANGNYA PUN IKUT SALAH.
A> SISTEM INDO HARUS DI UBAH JADI:Demokrasi Terpimpin Modern(bukan Orde Lama),(Ini BUKAN otoriter,BUKAN militeristik,tapi:Demokrasi dibatasi,Kekuasaan dipusatkan,Parpol dikerdilkan).artinya:
*Presiden sangat kuat(tapi diawasi).Presiden dipilih langsung rakyat.Masa jabatan1x panjang(8–10 tahun),>Hasilnya supaya fokus kerja bukan kampanye,Tidak bisa dijatuhkan DPR kecuali:Korupsi berat,Pengkhianatan negara.
*DPR tidak dominan.DPR tidak bisa sandera kebijakan,Tidak ada bagi-bagi kursi menteri,Fungsi DPR dipersempit(Pengawasan Anggaran,Persetujuan terbatas UU strategis).>hasilnya DPR bukan pengendali negara,hanya pengawas.
B> TRANSISI 10 TAHUN:“MENETRALKAN PARPOL”.(Ini bagian paling krusial).
*Tahun1–3:Penjinakan.Audit keuangan seluruh parpol,Dana swasta besar dilarang,Parpol hanya boleh terima dana negara.Pelanggaran=dibekukan.> hasilnya 50% parpol akan gugur alami.
*Tahun4–6:Kompetisi independen.Calon independen dibuka luas.DPR diisi campuran(Independen & Parpol lolos audit).>hasilnya Parpol bukan satu-satunya pintu kekuasaan.
*Tahun7–10:Parpol sebagai klub ide.Parpol tidak wajib ikut pemilu,Tidak punya hak“jatah jabatan”,Hanya berfungsi:Pendidikan politik,Rekrut kader.>hasilnya Kalau rakyat tak percaya:mati sendiri.
C> BIROKRASI,TEKNOKRAT=JANTUNG NEGARA.Negara tidak boleh tergantung politisi.
*Menteri & pejabat=profesional(Dipilih lewat:Rekam jejak,Uji publik,Panel independen,Parpol dilarang titip jabatan teknis).
*Lembaga kunci super kuat(KPK,MA,BPK→otonom penuh,Gaji tinggi,Hukuman) pelanggaran=sosial+hukum.>hasilnya Elite takut hukum,bukan sebaliknya.
D> DEMOKRASI LANGSUNG TERBATAS(aman).Bukan semua rakyat voting tiap hari(itu chaos).Yg boleh referendum:Amandemen UUD,Penjualan SDA strategis,Utang besar negara,Pemindahan ibu kota.>hasilnya isu besar:rakyat langsung.
E> ELITE PASTI TAKUT MODEL INI KARNA:Hilang ladang uang & posisi aman,Tidak bisa sandera presiden & barter proyek.Ingat Parpol hari ini:Bukan alat rakyat,tapi alat bertahan hidup elite.
F> PARPOL DIBUBARKAN TOTAL=BERESIKO.Jika parpol dihapus tanpa desain:Militer naik,Intel dominan,Kritik disamakan makar,Media dikendalikan.> Sebab itu parpol jangan dibunuh,tapi dikurung.
G> INGAT.*Parpol bukan sumber demokrasi.Rakyat+hukum+birokrasi bersih=Demokrasi sejati.Masalah Indo sekarang:Demokrasi prosedural bukan Demokrasi substansi.-Solusi:Kurangi aktor politik,perkuat negara,lindungi rakyat.-Terakhir (ini penting),Banyak orang merasa:Apatis,Marah,Ingin sistem diganti total.Itu bukan tanda bodoh,tapi tanda sistem gagal memberi harapan.teztez",kalian indonesia maju silahkan baca selama kepala daerah bahkan presiden jegal kendalikan parpol terima uang tambahan kampanye oligarki partai tak salah sistem salah sistem pemerintahan salah orang orangnya ikut salah sistem indonesia ubah jadi demokrasi terpimpin modern bukan orde lama bukan otoriter bukan militeristik demokrasi dibatasi kekuasaan dipusatkan parpol dikerdilkan artinya presiden sangat kuat diawasi presiden dipilih langsung rakyat masa jabatanix panjang tahun hasilnya fokus kerja bukan kampanye tidak dijatuhkan dpr korupsi berat pengkhianatan negara dpr tidak dominan dpr tidak sandera kebijakan tidak kursi menteri fungsi dpr dipersempit pengawasan anggaran persetujuan terbatas uu strategis hasilnya dpr bukan pengendali negara pengawas transisi tahun menetralkan parpol bagian paling krusial tahun penjinakan audit
UgxvqKSvI6XBfxsyg8t4AaABAg,F6fgLwUeeqI,"Revisi nya kondidera huruf A SDH eror in drafting cntumkn tujuan nasional substansi nya pembukaan UUD 45, Tusi TNI psal 30 UUD 45 TDK ada, hrs nya ada yuridis dll",revisi kondidera huruf eror drafting cntumkn tujuan nasional substansi pembukaan uud tusi tni psal uud tidak yuridis
UgxAy8XOeaNVbX7uyst4AaABAg,F6fgLwUeeqI,"EMANG PENDUKUNG NYA PRAVVVOWO ITU PEKOK TUOLOL SEMUA, WONG CUMA DILATIH OTOT BUKAN OTAK",memang pendukung pravvowo pekok tuolol semua wong dilatih otot bukan otak
UgxjwU3P0OlJJy6XkDR4AaABAg,F6fgLwUeeqI,"Apa hasil kerja dari TNI ???? coba siapa yang bisa menjawabnya.....dan siapa penghianat  reformasi coba juga jawab ? masih ingat kasusHAM trisakti, kudatuli, tanjung periok, Marsinah ?? siapa yang bisa menjawab ?",apa hasil kerja tni coba siapa menjawabnya siapa penghianat reformasi coba jawab ingat kasusham trisakti kudatuli tanjung periok marsinah siapa menjawab
UgzT237V_gBymyTlull4AaABAg,F6fgLwUeeqI,Propaganda supremasi sipil berusaha dipertahankan meskipun menggunakan ijazah palsu.. 😆😆😆,propaganda supremasi sipil berusaha dipertahankan meskipun menggunakan ijazah palsu emo_laugh
UgwSJYy2moP3HTGc2dF4AaABAg,F6fgLwUeeqI,"Lu gak bakal di denger bang , capek banget hidup di Indonesia. Yang gw heran kenapa orang-orang goblok itu bisa di sana. Tapi gini bang kalau semua lari siapa yang akan mengawal di sini. Ini gak relevan sih tapi saya hanya berharap ada keajaiban di negara ini.",kamu tidak bakal denger capek banget hidup indonesia heran orang orang goblok sana begini kalau semua lari siapa mengawal sini tidak relevan berharap keajaiban negara
UgwZ7WQ_bRSUhHt3t554AaABAg,F6fgLwUeeqI,"Saya berharap agar unsur2 komunisme yg menunggu momentum tertentu mengambil kesempatan tidak bermunculan kembali menjadi neo komunisme yg bertranformasi kedalam pikiran merusak mental generasi muda Indonesia menjadi tidak memiliki adab santun terhadap pendahulunya, berpikir radikalisme, suka akan kekerasan vandalisme dan jiwa rebelisme.",berharap unsur unsur komunisme menunggu momentum tertentu mengambil kesempatan tidak bermunculan menjadi neo komunisme bertranformasi kedalam pikiran merusak mental generasi muda indonesia menjadi tidak memiliki adab santun pendahulunya berpikir radikalisme suka kekerasan vandalisme jiwa rebelisme
UgwRx1CvJCq6POpFQlV4AaABAg,F6fgLwUeeqI,"Revisi terbaru UU TNI menuai kritik tajam karena dianggap lebih menguntungkan perwira tinggi, sementara prajurit berpangkat rendah terabaikan. Kebijakan seperti peningkatan usia pensiun jenderal bintang empat hingga 65 tahun dan perluasan jabatan sipil bagi perwira aktif menyoroti ketimpangan ini. Di sisi lain, kesejahteraan bintara dan tamtama nyaris tak tersentuh.

Lebih dari itu, revisi ini juga dipandang mengganggu prinsip supremasi sipil dalam negara demokratis. Dengan diberikannya akses kepada perwira aktif untuk menduduki jabatan sipil di 14 kementerian dan lembaga negara, kekhawatiran pun muncul terhadap potensi kembalinya dwifungsi TNI secara de facto—sebuah praktik yang telah ditinggalkan sejak era reformasi. Hal ini bukan hanya melemahkan kontrol sipil atas militer, tetapi juga membuka celah besar bagi penyalahgunaan kekuasaan dan pelanggaran hak asasi manusia.

Organisasi masyarakat sipil seperti Imparsial secara tegas menyebut bahwa revisi ini mengancam demokrasi dan memperbesar kemungkinan keterlibatan militer dalam urusan sipil, tanpa mekanisme akuntabilitas yang memadai. Pendekatan yang hanya menguntungkan elit militer ini juga dinilai memperlebar kesenjangan internal dan menurunkan moralitas serta profesionalisme TNI secara keseluruhan.

Jika tujuan revisi adalah memperkuat TNI, maka kebijakan tersebut harus adil, transparan, dan menghormati prinsip-prinsip demokrasi. Kesejahteraan bukan hak istimewa segelintir elite, dan kehadiran militer di ranah sipil harus dibatasi secara ketat. Demi menjaga demokrasi yang sehat, supremasi sipil dan perlindungan HAM harus tetap menjadi landasan utama dalam setiap kebijakan pertahanan.",revisi terbaru uu_tni menuai kritik tajam dianggap lebih menguntungkan perwira tinggi prajurit berpangkat rendah terabaikan kebijakan peningkatan usia pensiun jenderal bintang empat hingga tahun perluasan jabatan sipil perwira aktif menyoroti ketimpangan sisi kesejahteraan bintara tamtama nyaris tak tersentuh lebih revisi dipandang mengganggu prinsip supremasi sipil negara demokratis diberikannya akses perwira aktif menduduki jabatan sipil kementerian lembaga negara kekhawatiran muncul potensi kembalinya dwifungsi tni de facto sebuah praktik ditinggalkan sejak era reformasi bukan melemahkan kontrol sipil atas militer membuka celah besar penyalahgunaan kekuasaan pelanggaran hak asasi manusia organisasi masyarakat sipil imparsial tegas menyebut revisi mengancam demokrasi memperb
UgzTPTngGG-zoLsaXfd4AaABAg,F6fgLwUeeqI,"Apakah ini Advanced Method of ""Balas dendam kepada Masa Lalu""?

M I S A L : ""Dulu orang-orang 'seperti ini, seperti itu'. Sekarang Waktunya kita sudah tiba. Agar puas kita setelah dulunya sengsara"".",advanced method balas dendam masa lalu misal dulu orang orang sekarang waktunya tiba puas sengsara
Ugy4Oek91mI_DIoJhoB4AaABAg,F6fgLwUeeqI,"Keren opini lu bang, sehat dan tegas. Tapi maaf nih, maaf banget, saya jadi gagal fokus ama kumislu yang tebel sebelah hahahaha, sorry ya 😂",keren opini kamu sehat tegas maaf maaf banget jadi gagal fokus sama kumislu tebel sebelah sorry emo_laugh
UgzqvmMZam84qQjiUo54AaABAg,F6fgLwUeeqI,Kerja keras para penikmat transferan ..,kerja keras penikmat transferan
UgyVScL65hsmBWbr3Dl4AaABAg,F6fgLwUeeqI,Yg semangat kerjanya yaa panji pragicaksono😅😅😅😅,semangat kerjanya panji pragicaksono emo_other
Ugy6zs2BPEnWC_sgEpx4AaABAg,F6fgLwUeeqI,"apakah sudah paham RUU TNI... 
ISI FIX NYA... 
HAHAHA",paham ruu_tni isi
UgwEKz0fBiGbTGsthlh4AaABAg,F6fgLwUeeqI,Politisi nya makin tolol sama kek menhan,politisi semakin tolol sama menhan
UgyFXNOvDQcf_8-63sB4AaABAg,F6fgLwUeeqI,SEHAT SEHAT BANG PANDJI !!,sehat sehat pandji
UgwGAbFRyF7xoczQ7M14AaABAg,F6fgLwUeeqI,Emosinya kerasa banget 😅,emosinya kerasa banget emo_other
Ugz226rrXuPcV-SKniB4AaABAg,F6fgLwUeeqI,smgttt kg panji...aku selalu mendukung mu,smgtt kg panji aku selalu mendukung mu
UgwkLw6mCFdf2arWXWN4AaABAg,F6fgLwUeeqI,"Salahnya rakyat lah,hadapi penindasan rakyat BISA APA??",salahnya rakyat hadapi penindasan rakyat apa
UgwjBysHAs9qgIUzPEp4AaABAg,F6fgLwUeeqI,Jawaban sy cuman 1...makan tuh yg coblos si wowo,jawaban cuman makan coblos wowo
Ugy9ZAnb3Yv33nI0CRx4AaABAg,F6fgLwUeeqI,"pesan ane:abang orang baik,jangan sampe ikutan ke circle ""mereka"" ya bang...kasihan kami yg kehilangan penyuara ungkapan hati kami... 
karena tidak smua dari ""kami"" mampu dan bisa bersuara bang...
untuk smua komika,tolong jika dpr tidak berpihak pada ""kami"" stidaknya wakili suara ""kami"" ya wahai komika yg terhormat..
🥲😊
sehat terus untuk kalian",pesan abang orang baik jangan ikutan circle kasihan kehilangan penyuara ungkapan hati tidak semua mampu bersuara semua komika dpr tidak berpihak stidaknya wakili suara wahai komika terhormat emo_sad emo_other sehat terus kalian
UgwhSKFKysKaHG5e6cJ4AaABAg,F6fgLwUeeqI,"I like that you speak up bang,.. alot of us hv same perspective but with no ability to get heard.. thku, keep up ur goodwork & stay objective !!",up alot us hv same perspective no ability get heard thku keep up ur goodwork stay objective
UgyWd-dSHmbnfrdZ6jN4AaABAg,F6fgLwUeeqI,Kagak usah di denger noh DP 0% aja hancur😂😂😂😂,tidak usah denger dp hancur emo_laugh
UgxyNA69Chymy2oKUGp4AaABAg,F6fgLwUeeqI,Aduh DP 0% 😂😂😂😂😂,aduh dp emo_laugh
UgzwDnpB36CQ96sBOQt4AaABAg,F6fgLwUeeqI,Semakin kesini keliatan kalau deddy nggak pro rakyat dan semakin disetir pemerintah,semakin kesini keliatan kalau deddy tidak pro rakyat semakin disetir pemerintah
UgxwS479VI1kEoDkVBp4AaABAg,F6fgLwUeeqI,"Cuman 9 naga yg deketin pemerintah secara halus...
Sayangnya org yg ngaku PINTER jadi keliatan G0BL*K karena ngejilatnya keliatan...
Peran stafsus dia udh kebaca, contohnya sering ke kampus2 untuk menggaungkan MILITER dengan pangkat give awaynya...",cuman naga deketin pemerintah halus sayangnya orang ngaku pintar jadi keliatan gobl ngejilatnya keliatan peran stafsus kebaca contohnya sering kampus kampus menggaungkan militer pangkat awaynya
UgxiIPDEa7ZV9LzbWLt4AaABAg,F6fgLwUeeqI,Dc di angkt untuk jadi buzzer,dc angkt jadi buzzer
Ugxc-s6ZmuyutVFufK94AaABAg,F6fgLwUeeqI,"yang katanya ""Demokrasi"" tapi serasa ""Komunis""",katanya demokrasi serasa komunis
Ugyvwnkug5Y34bLRf4l4AaABAg,F6fgLwUeeqI,masak iya PBB turun tangam buta tangkap jokowi dan antek2nyaa 😢,masak iya pbb turun tangam buta tangkap jokowi antek antek emo_sad
Ugyc4Gukm_9wKi0IWIN4AaABAg,F6fgLwUeeqI,"mas pandji anda orang baik, sebagian banyak tau, di belakang anda siapa, banyak tau kok, saya percaya anda orang baik kok wkwkwkwkwk",pandji orang baik sebagian banyak tahu belakang siapa banyak tahu kok percaya orang baik kok
UgyOaHhY6O-N0a8C5SB4AaABAg,F6fgLwUeeqI,Emang ada aja alasannya segala bikin rapat di hotel mahal. Gemes banget,memang alasannya segala bikin rapat hotel mahal gemes banget
UgzmQNHkdotoP6uiXDl4AaABAg,F6fgLwUeeqI,"Dlu sangat benci nya sma anies dan saking cintanya sma si mulyono sampai2 cari2 kesalahan anies., Makan tuh skarang hhaaaahaaa penerus si mulyono, gw tidk benci prabowo tpi harus pake akal lah masyarakat miskin itu di pelihara buat suara partai pemerintahan , klo semua sejahtera tidk ada pikirannya ke bansos tpi pilihannya ke presiden kemana arah yg akan dia bawa selama 5 thn kedepan bkn bagi bagi jabatan  plus liga korupsi Indonesia 😅😅😅 .",dulu sangat benci sama anies saking cintanya sama mulyono cari cari kesalahan anies makan sekarang penerus mulyono tidk benci prabowo pakai akal masyarakat miskin pelihara buat suara partai pemerintahan kalau semua sejahtera tidk pikirannya bansos pilihannya presiden arah bawa selama tahun kedepan bukan jabatan plus liga korupsi indonesia emo_other
UgxV6mFmTsm8_xK5RPV4AaABAg,F6fgLwUeeqI,"Lu aja ga berani terus terang dan masih aja membela Deddy, dia orang dewasa, dengan kesadaran penuh bilang apa yg dia ucapkan. Ga etis lu bolak balik bilang kok bisa Deddy disuruh... seolah-olah membuat dia bersih. Orang dewasa digaji dan punya pilihan, dia tau apa yg dia bicarakan. Ga usah lu bela krn dia temen lo",kamu tidak berani terus terang membela deddy orang dewasa kesadaran penuh bilang apa ucapkan tidak etis kamu bolak balik bilang kok deddy disuruh olah membuat bersih orang dewasa digaji punya pilihan tahu apa bicarakan tidak usah kamu bela temen kamu
Ugw32CVFIR71yfER5Bt4AaABAg,F6fgLwUeeqI,"Rezim ngeri,copot mentrinya",pemerintah ngeri copot mentrinya
Ugwa26XziAGQl7XAnF54AaABAg,F6fgLwUeeqI,"Respect bang gans!! Kawal bang panji karna ini udah bener2 guling2 di dalem jurang.
Saya Sebagai lulusan Fakultas FISIP UI juga gak ngerti gaya politik tolol yang di maenin para politikus itu.
Sampai terakhir kemarin saya masih turun kejalan bersama adik2 junior saya, satu komando untuk rakyat.",respect gans kawal panji benar benar guling guling dalem jurang lulusan fakultas fisip ui tidak ngerti gaya politik tolol maenin politikus terakhir kemarin turun kejalan bersama adik adik junior satu komando rakyat
UgyqRph26Q1zPAuO1X14AaABAg,F6fgLwUeeqI,"Sehat-sehat terus bang. 
Tinggal segelintir orang doank yang masih berani menyuarakan kegelisahan masyarakat.",sehat sehat terus tinggal segelintir orang berani menyuarakan kegelisahan masyarakat
UgwCsVP6XMsO55ouinV4AaABAg,F6fgLwUeeqI,"Boleh nanya gak 
DPR itu Dewan Perwakilan Rakyat kan yang berarti harusnya lebih mikirin suara rakyat dan bikin RUU dari suara rakyat kan, terus kenapa kebanyakan RUU bukan dari suara rakyat ya...?
😂😂😂😂😂",nanya tidak dpr dewan perwakilan rakyat berarti harusnya lebih mikirin suara rakyat bikin ruu suara rakyat terus kebanyakan ruu bukan suara rakyat emo_laugh
Ugz9x1Sy_LtqxxCm9zd4AaABAg,F6fgLwUeeqI,"29:10 kuaageeettttt buaanggggss😅😅😅

Se oneng itu gw baru ngerti😢",kuaageett buaanggss emo_other se oneng baru ngerti emo_sad
UgwbZYbPL4UEPz-RyDx4AaABAg,F6fgLwUeeqI,Salah satu alasan kenapa leasing laeasing ga mau acc pengajuannya ia karena itu,salah satu alasan leasing laeasing tidak mau acc pengajuannya
Ugy6cVFMkH9XE9e6u194AaABAg,F6fgLwUeeqI,kalo lu mau maju jadi pejabat.. gue siap dukung lu bang,kalau kamu mau maju jadi pejabat siap dukung kamu
UgxJKOynXspmQEQp6aF4AaABAg,F6fgLwUeeqI,Indonesiaa hancurr sepertinyaa smenjak pemerintahan ini .. 🎉🎉🎉🎉,indonesiaa hancurr sepertinyaa smenjak pemerintahan emo_other
UgwqpbQio6jIQ1wnxXh4AaABAg,F6fgLwUeeqI,Yang paling dikuatirkan rakyat sipil adalah menit ke 44:30,paling dikuatirkan rakyat sipil menit
Ugy9hINttqIyBxbaAcF4AaABAg,F6fgLwUeeqI,Komen troooos timpa komen sampaaaah,komen troos timpa komen sampaah
UgxGX6stRqrkY9ioVrB4AaABAg,F6fgLwUeeqI,"DPR = Dewan Perwakilan Rakyat
tugas nya menyampaikan aspirasi rakyat,,tp kenapa memutuskan tanpa ada persetujuan rakyat dan sembunyi sembunyi ? 

_Big Question_

Sebenernya selama ini DPR itu ada di pihak mana?
di pihak rakyat kah?
di pihak pemerintah kah?
atau mereka memang berdiri sendiri?",dpr dewan perwakilan rakyat tugas menyampaikan aspirasi rakyat memutuskan tanpa persetujuan rakyat sembunyi sembunyi question sebenernya selama dpr pihak mana pihak rakyat pihak pemerintah memang berdiri sendirii
UgzquEYdXZuO4A7eSYZ4AaABAg,F6fgLwUeeqI,kasus brio 40 juta saja belum kelar ini mau di sidang internal makin enakkk,kasus brio juta belum kelar mau sidang internal semakin enakk
UgwBlUajHhlvwx_7CSB4AaABAg,F6fgLwUeeqI,"Si Cahyadi adlh bentuk org pintar yg kepintarannya digunakan untuk bego""in org 😂",cahyadi bentuk orang pintar kepintarannya digunakan bego orang emo_laugh
Ugw1Y65im8V9xdfH9ld4AaABAg,F6fgLwUeeqI,"kacauuuu"" negeri ini, pemerintah indonesia kacau",kacauu negeri pemerintah indonesia kacau
Ugwy-9MYdaXu6ylQUJ54AaABAg,F6fgLwUeeqI,"wkwkwk para anggota"" dewan Perwakilan rakyat yg mulia tolong di jawab, dan jangan denial ? atau ngeles",anggota dewan perwakilan rakyat mulia jawab jangan denial ngeles
Ugx0xE7QM4QW_DLrtA94AaABAg,F6fgLwUeeqI,"point"" nya bang pandji bagus"" . para DPR kira"" pada nonton dan mikir tidak yaa ?? mereka yg duduk dan punya kekuasaan di DPR itu lebih nurut ke parpol nya. maka nya UU Perampasan Aset korupsi tidak pernah di setujui, karena banyak parpol pasti tidak setuju",point pandji bagus dpr kira nonton berpikir tidak duduk punya kekuasaan dpr lebih nurut parpol uu_perampasan_aset korupsi tidak pernah setujui banyak parpol tidak setuju
Ugyj44E34vwEF5eF8594AaABAg,F6fgLwUeeqI,"waduh perasan gw tntang current leader sedari dulu menjadi nyata breeee , parah nih",waduh perasan tntang current leader sedari dulu menjadi nyata bree parah
UgyBH5M0O8S9kRiEwqd4AaABAg,F6fgLwUeeqI,Kenaikan pajak aja bisa di revisi,kenaikan pajak revisi
Ugz49vbQh-chLDsnMCF4AaABAg,F6fgLwUeeqI,"Buat channel konferensi untuk membahas ide2 pemerintah
Dan di isi bareng influencer2 yang sering mengkritik kebijakan pemerintah sih",buat channel konferensi membahas ide ide pemerintah isi bareng influencer influencer sering mengkritik kebijakan pemerintah
UgzwjCEtZlaoLJWLo4R4AaABAg,F6fgLwUeeqI,"Respect bang , seolah abang sudah sudah ""selesai"" dengan diri abang,,tapi kalimat2  yg terlontar dr mulut abang masih seperti anda ""melindungi"" si DC.
Saya sangat yakin abang SANGAT MUAK sama si DC ini,,tp entah knapa seperti tertahan,,dan aaya pastikan,,pembelaan abang ke DC sangat GA WORTH IT.

Jadi inti nya dr semua yg saya tulis,,saya hanya ingin satu kalimat yg harus nya keluar dr mulut abang 
.
.
.
""EMANG ANJING LO DC!!!!""",respect abang selesai diri abang kalimat kalimat terlontar mulut abang melindungi dc sangat yakin abang sangat muak sama dc entah tertahan aaya pastikan pembelaan abang dc sangat tidak worth jadi inti semua tulis satu kalimat keluar mulut abang memang anjing kamu dc
Ugzzai27GgDULYbreBZ4AaABAg,F6fgLwUeeqI,"Sahkan RUU Perampasan aset aja dulu wo!!kenapa blm juga disahkan sampai skr,, knp????",sahkan ruu_perampasan_aset dulu wo belum disahkan sekarang knpii
UgzrcTXXJi1qVDAWO4h4AaABAg,F6fgLwUeeqI,Emang dari dulu kalo dah urusan ama senjata ga bisa diajak diskusi,memang dulu kalau urusan sama senjata tidak diajak diskusi
UgwIanGyPEah-x5m_Xh4AaABAg,F6fgLwUeeqI,lanjuttt bang terus suarakan kebenaran,lanjutt terus suarakan kebenaran
Ugz41ptOdF7HTtg5JBB4AaABAg,F6fgLwUeeqI,Keren beud Lo Bang,keren beud kamu
UgxfVmZpWetWo_-myq14AaABAg,F6fgLwUeeqI,Om dedy menghilang dari line offdown😂,om deddy menghilang line offdown emo_laugh
UgwDsxZIptq4ZS5jMeV4AaABAg,F6fgLwUeeqI,kita harus punya nafas panjang perjuangan....tetap semangat untuk terus mencerahkan om,punya nafas panjang perjuangan tetap semangat terus mencerahkan om
UgyOjG5wZzGi5vikByx4AaABAg,F6fgLwUeeqI,"Yg ngeri dri revisi ini masalah usia pensiun, panglima harusnya pensiun agustus ini tapi dgn UU ini maka panglima yg orang wiwi itu bisa menjabat smpe 5 th kedepan lagi.. ngeri giginya wiwi makin tajem klw gitu..",ngeri revisi masalah usia pensiun panglima harusnya pensiun agustus uu panglima orang wiwi menjabat tahun kedepan ngeri giginya wiwi semakin tajem kalau
UgxtE_hvy9Zm4yvk8UB4AaABAg,F6fgLwUeeqI,"Yg saya kawatirkan ketika demo di dpr sdh ngak di gubris maka besok2 bisa pindah ke rumah2 ketua partai, krn DPR hanya kacung para ketua partai..",kawatirkan demo dpr tidak gubris besok besok pindah rumah rumah ketua partai dpr kacung ketua partai
Ugy_yv36b33o8lrGmwR4AaABAg,F6fgLwUeeqI,"Bakamla juga ga boleh. Itu ranah sipil, militer cukup sampai di angkatan laut aja.  Lu belajar lagi lah panji. Coba diskusi dengan Ray Rangkuti.",bakamla tidak ranah sipil militer cukup angkatan laut kamu belajar panji coba diskusi ray rangkuti
UgxxdChpN5R_w_Zblk54AaABAg,F6fgLwUeeqI,"BSSN itu ga wajar, kalau Disi militer. Karena itu bagian sipil. Militer harusnya punya sendiri. Matra siber. Intinya kementrian dan lembaga negara itu ranah sipil. Militer itu harusnya di markas militer aja. Jangan masuk ke bagian sipil",bssn tidak wajar kalau disi militer bagian sipil militer harusnya punya sendiri matra siber intinya kementrian lembaga negara ranah sipil militer harusnya markas militer jangan masuk bagian sipil
UgzdkA4Bka3gM4RVoAB4AaABAg,F6fgLwUeeqI,58% org indo kemaren menghendaki hal ini terjadi😂,orang indonesia kemaren menghendaki terjadi emo_laugh
UgxmqvNsURPYd0w2Evh4AaABAg,F6fgLwUeeqI,siap² naik kuda eee jangan lupa pake data di akhir berlangsungnya bicara,siap siap naik kuda ee jangan lupa pakai data akhir berlangsungnya bicara
UgwLTO0h1FIy6kRehdR4AaABAg,F6fgLwUeeqI,"Jika ga ada orang orang seperti Bang Pandji, gimana nasib rakyat Indonesia ke depan ya?",tidak orang orang pandji bagaimana nasib rakyat indonesia depan
Ugxj5rCCUo9h0A6zem54AaABAg,F6fgLwUeeqI,13:45 bikin gua makin sebel liat Corbuzier,bikin semakin sebel lihat corbuzier
